Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
Germany,2015,Ransomware,IT,Insider,Weak Passwords,VPN,51.11,506625,41,0.0,1-3 days,0.508694341139813,0.5066007079585794,0.5633802816901409,0.5190034392955085
USA,2018,Phishing,Government,Hacker Group,Zero-day,VPN,38.83,333027,19,0.0,Under a day,0.3852648507387677,0.33286563098284544,0.2535211267605634,0.34319634001635013
USA,2021,SQL Injection,Telecommunications,Insider,Unpatched Software,Antivirus,89.93,982269,51,0.0,1-3 days,0.8988843099809027,0.9826202874067639,0.704225352112676,0.8850733116350158
Brazil,2024,Malware,Government,Unknown,Weak Passwords,Encryption,78.97,724903,53,0.0,1-3 days,0.7887224846718264,0.7250510652905142,0.7323943661971831,0.7583554351625041
Russia,2024,DDoS,Education,Hacker Group,Social Engineering,VPN,26.82,156823,1,0.0,Under a day,0.26454920092471607,0.1565224962495409,0.0,0.1792313493372203
China,2017,DDoS,Education,Insider,Zero-day,VPN,56.73,244753,45,0.0,1-3 days,0.5651824303950146,0.24452192780103502,0.6197183098591549,0.4798914555096488
Russia,2022,Malware,Retail,Unknown,Social Engineering,AI-based Detection,71.15,258554,72,0.0,1-3 days,0.7101216202633431,0.2583338253882313,1.0,0.632560957748141
Australia,2020,Ransomware,Telecommunications,Insider,Unpatched Software,Antivirus,97.9,139407,41,0.0,1-3 days,0.9789928636043824,0.1390927441751542,0.5633802816901409,0.6439003113927657
France,2023,Phishing,Education,Hacker Group,Social Engineering,Encryption,5.8,206203,7,0.0,Under a day,0.05327168559654237,0.20594148783390095,0.08450704225352113,0.1053196975991457
UK,2016,SQL Injection,Government,Unknown,Weak Passwords,Encryption,69.55,55635,13,0.0,Under a day,0.6940396019700472,0.05525459587614628,0.16901408450704225,0.39739899664927597
Germany,2021,Ransomware,Education,Hacker Group,Unpatched Software,AI-based Detection,11.42,55683,19,0.0,Under a day,0.1097597748517439,0.055302633778050884,0.2535211267605634,0.12217490291139989
India,2023,Phishing,Banking,Nation-state,Social Engineering,VPN,87.62,210006,27,0.0,1-3 days,0.8756658960699568,0.2097474907702177,0.36619718309859156,0.573996631885762
Russia,2015,Man-in-the-Middle,Education,Unknown,Unpatched Software,AI-based Detection,98.58,816455,40,0.0,1-3 days,0.9858277213790331,0.8166753568565598,0.5492957746478874,0.847775622676062
UK,2020,SQL Injection,IT,Nation-state,Social Engineering,Antivirus,87.48,53147,9,0.0,Under a day,0.8742587194692935,0.052764631294091036,0.11267605633802817,0.4754939603904797
UK,2018,SQL Injection,Telecommunications,Hacker Group,Zero-day,VPN,80.96,583514,54,0.0,1-3 days,0.8087244949241129,0.5835504212823918,0.7464788732394366,0.7287231484946614
UK,2022,Ransomware,Government,Unknown,Weak Passwords,Firewall,85.43,688150,58,0.0,1-3 days,0.8536536335310082,0.6882690442759337,0.8028169014084507,0.7938709103299744
Japan,2023,Phishing,Government,Insider,Weak Passwords,VPN,3.54,809443,59,0.0,1-3 days,0.030555834757262038,0.8096578200199958,0.8169014084507042,0.4215555450747706
Japan,2024,Malware,Government,Nation-state,Weak Passwords,Encryption,34.03,78149,30,0.0,1-3 days,0.33701879585888034,0.07778637344865098,0.4084507042253521,0.2735354508091059
Australia,2018,DDoS,Banking,Insider,Weak Passwords,AI-based Detection,64.29,113775,14,0.0,Under a day,0.6411699668308374,0.11344050455809634,0.18309859154929578,0.3912368530927068
India,2021,Ransomware,Banking,Nation-state,Zero-day,VPN,54.97,798498,54,0.0,1-3 days,0.5474922102723893,0.7987041775961233,0.7464788732394366,0.662653133062919
Brazil,2016,Phishing,Education,Insider,Weak Passwords,Encryption,97.45,267789,26,0.0,1-3 days,0.974469795959393,0.26757611755675226,0.352112676056338,0.6379302684579898
UK,2023,SQL Injection,Telecommunications,Insider,Unpatched Software,Antivirus,30.19,833840,6,0.0,Under a day,0.2984219519549704,0.8340740844526331,0.07042253521126761,0.4135177083555286
USA,2018,DDoS,Banking,Insider,Social Engineering,Firewall,6.61,646433,37,0.0,1-3 days,0.061413207357523376,0.6465191035727189,0.5070422535211268,0.3260707854548027
Brazil,2017,Man-in-the-Middle,Government,Hacker Group,Weak Passwords,Encryption,68.03,403770,22,0.0,Under a day,0.6787616845914163,0.4036644912836228,0.29577464788732394,0.5196351192582598
Germany,2018,SQL Injection,Retail,Hacker Group,Social Engineering,Antivirus,75.63,814701,63,0.0,1-3 days,0.7551512714845713,0.8149199718577959,0.8732394366197183,0.796699514623568
China,2019,Ransomware,IT,Hacker Group,Zero-day,Encryption,72.29,666683,34,0.0,1-3 days,0.7215800582973164,0.6667850934387232,0.4647887323943662,0.6537833036591484
Germany,2016,DDoS,Banking,Hacker Group,Weak Passwords,Antivirus,44.17,236438,24,0.0,Under a day,0.4389385867926425,0.2362003620856856,0.323943661971831,0.35511813441639317
Russia,2020,DDoS,Education,Insider,Social Engineering,Antivirus,60.94,798113,23,0.0,Under a day,0.6074982410292492,0.7983188735912635,0.30985915492957744,0.6052166135779192
Germany,2021,Malware,Healthcare,Hacker Group,Weak Passwords,VPN,23.34,518982,20,0.0,Under a day,0.22957081113679767,0.5189674653301455,0.2676056338028169,0.32399677192800586
Germany,2015,DDoS,IT,Unknown,Unpatched Software,Antivirus,76.99,252225,67,0.0,1-3 days,0.7688209870338727,0.25199982786418484,0.9295774647887324,0.6459259348339382
USA,2017,SQL Injection,Government,Unknown,Zero-day,Antivirus,60.66,5346,69,0.01,1-3 days,0.6046838878279224,0.004925886524467805,0.9577464788732394,0.49536900564594943
China,2017,DDoS,Retail,Unknown,Social Engineering,AI-based Detection,19.36,4814,42,0.0,1-3 days,0.18956679063222434,0.004393466445025125,0.5774647887323944,0.2115943929960986
Brazil,2021,SQL Injection,Banking,Hacker Group,Weak Passwords,Encryption,50.61,772512,42,0.0,1-3 days,0.5036687104231581,0.772697658452519,0.5774647887323944,0.5991366104938136
Australia,2023,Phishing,Education,Nation-state,Unpatched Software,AI-based Detection,81.81,16360,37,0.01,1-3 days,0.8172680671424264,0.015948583432328106,0.5070422535211268,0.514827059305137
India,2024,Phishing,Telecommunications,Nation-state,Social Engineering,Antivirus,38.68,224143,60,0.0,1-3 days,0.38375716152377126,0.2238956536707462,0.8309859154929577,0.425244459961701
Russia,2023,SQL Injection,IT,Insider,Weak Passwords,VPN,52.35,743325,9,0.0,Under a day,0.5211579053171174,0.7434876117256516,0.11267605633802817,0.5061604474438598
France,2019,Phishing,Education,Unknown,Weak Passwords,VPN,81.47,597542,11,0.0,Under a day,0.8138506382551011,0.597589498114012,0.14084507042253522,0.6143711826462611
Russia,2024,Malware,Education,Hacker Group,Zero-day,AI-based Detection,55.15,913591,51,0.0,1-3 days,0.549301437330385,0.9138880576775076,0.704225352112676,0.68966220639098
Japan,2023,SQL Injection,IT,Nation-state,Zero-day,VPN,8.24,183702,57,0.0,1-3 days,0.07779676349381848,0.18342272052649541,0.7887323943661971,0.2516716767780973
China,2024,Ransomware,Healthcare,Insider,Social Engineering,VPN,42.26,685837,68,0.0,1-3 days,0.4197406774550206,0.6859542178779057,0.9436619718309859,0.6043889984570792
India,2015,Phishing,Healthcare,Hacker Group,Weak Passwords,Encryption,28.6,690500,11,0.0,Under a day,0.2824404462760077,0.6906208998900132,0.14084507042253522,0.3765755071895149
India,2016,SQL Injection,Banking,Insider,Zero-day,VPN,4.31,520308,39,0.0,1-3 days,0.038295306060910646,0.5202945123702601,0.5352112676056338,0.2822782602626601
India,2020,Phishing,Education,Nation-state,Unpatched Software,Antivirus,17.43,84643,53,0.0,1-3 days,0.1701678560659363,0.08428550126049453,0.7323943661971831,0.25684845165055314
France,2023,Malware,Healthcare,Hacker Group,Social Engineering,Firewall,85.28,762282,11,0.0,Under a day,0.8521459443160118,0.7624595806091006,0.14084507042253522,0.6829798604252431
France,2022,Malware,Education,Unknown,Social Engineering,Firewall,70.46,427144,42,0.0,1-3 days,0.7031862498743592,0.4270569479319183,0.5774647887323944,0.595203167063234
Russia,2018,Man-in-the-Middle,Banking,Nation-state,Unpatched Software,Firewall,86.87,800683,57,0.0,1-3 days,0.8681274499949745,0.8008909029224057,0.7887323943661971,0.8320774747474484
Japan,2024,Man-in-the-Middle,Education,Insider,Social Engineering,VPN,46.39,662101,7,0.0,Under a day,0.46125238717459044,0.6621994753860796,0.08450704225352113,0.4461874446538233
Australia,2016,Malware,IT,Hacker Group,Weak Passwords,VPN,30.72,977343,47,0.0,1-3 days,0.3037491205146246,0.9776903977238041,0.647887323943662,0.574759144363186
India,2021,Ransomware,Education,Unknown,Unpatched Software,Firewall,86.73,534013,49,0.0,1-3 days,0.8667202733943111,0.5340103341536472,0.676056338028169,0.7287745045488836
China,2024,SQL Injection,Education,Insider,Social Engineering,Antivirus,18.45,947933,10,0.0,Under a day,0.18042014272791235,0.9482571749110048,0.1267605633802817,0.40003933651331397
Australia,2017,Malware,Retail,Unknown,Weak Passwords,Encryption,9.25,692167,70,0.0,1-3 days,0.08794853754146145,0.6922892161915751,0.971830985915493,0.44602723081130186
Japan,2023,Malware,IT,Unknown,Weak Passwords,Encryption,23.16,320277,69,0.0,1-3 days,0.2277615840788019,0.32010556328943535,0.9577464788732394,0.4014617568008795
Japan,2017,Ransomware,Retail,Unknown,Unpatched Software,AI-based Detection,49.75,163062,43,0.0,1-3 days,0.49502462559051164,0.16276642270751623,0.5915492957746479,0.4146520987624403
Australia,2017,Malware,Banking,Unknown,Weak Passwords,AI-based Detection,25.76,801821,18,0.0,Under a day,0.2538948638054076,0.8020298015133941,0.23943661971830985,0.41544369630038397
China,2016,Ransomware,Government,Unknown,Zero-day,Firewall,72.25,860664,10,0.0,Under a day,0.721178007839984,0.8609192653003219,0.1267605633802817,0.6442168961861449
Japan,2018,Man-in-the-Middle,Education,Insider,Zero-day,AI-based Detection,20.85,511823,43,0.0,1-3 days,0.2045431701678561,0.5118028124189986,0.5915492957746479,0.3741222879645572
Germany,2024,Man-in-the-Middle,IT,Unknown,Weak Passwords,VPN,93.13,952299,33,0.0,1-3 days,0.9310483465674942,0.9526266224050776,0.4507042253521127,0.8414530050756929
India,2018,Phishing,Education,Unknown,Weak Passwords,Firewall,5.27,982450,32,0.0,1-3 days,0.04794451703688813,0.9828014303285292,0.43661971830985913,0.40613663127897465
Australia,2024,DDoS,Retail,Unknown,Weak Passwords,Firewall,28.16,411083,30,0.0,1-3 days,0.2780178912453513,0.4109832657967136,0.4084507042253521,0.34399406620676015
USA,2019,Man-in-the-Middle,Government,Insider,Social Engineering,AI-based Detection,17.59,43140,28,0.0,1-3 days,0.17177605789526587,0.04274972953660438,0.38028169014084506,0.17476928583678328
UK,2018,Malware,Education,Nation-state,Weak Passwords,AI-based Detection,51.59,935465,28,0.0,1-3 days,0.5135189466278018,0.9357793298912842,0.38028169014084506,0.6135496103094552
Germany,2018,DDoS,Banking,Insider,Zero-day,AI-based Detection,81.34,52799,38,0.0,1-3 days,0.8125439742687708,0.05241635650528267,0.5211267605633803,0.5262222461986462
China,2020,SQL Injection,Telecommunications,Nation-state,Unpatched Software,VPN,70.02,688312,48,0.0,1-3 days,0.6987636948437029,0.6884311721948617,0.6619718309859155,0.6883055652774931
France,2024,Phishing,Government,Hacker Group,Unpatched Software,Encryption,5.18,219162,23,0.0,Under a day,0.04703990350789024,0.21891072055852068,0.30985915492957744,0.1511649989074168
UK,2017,Man-in-the-Middle,Telecommunications,Hacker Group,Weak Passwords,Encryption,60.01,740448,26,0.0,1-3 days,0.598150567896271,0.7406083399802444,0.352112676056338,0.5916803211534765
France,2016,Ransomware,Banking,Nation-state,Zero-day,Firewall,62.73,596776,17,0.0,Under a day,0.6254899989948739,0.5968228932627844,0.22535211267605634,0.5368622900114836
Australia,2022,SQL Injection,Telecommunications,Insider,Weak Passwords,VPN,56.2,571454,42,0.0,1-3 days,0.5598552618353604,0.5714808984288604,0.5774647887323944,0.5668648581928173
Russia,2020,DDoS,Government,Insider,Weak Passwords,Firewall,72.59,787260,15,0.0,Under a day,0.7245954367273093,0.7874573038127082,0.19718309859154928,0.637971529225777
UK,2018,Malware,Healthcare,Insider,Weak Passwords,Firewall,19.79,805745,7,0.0,Under a day,0.1938888330485476,0.8059568999940954,0.08450704225352113,0.3556328949732066
Russia,2020,SQL Injection,Telecommunications,Unknown,Weak Passwords,Firewall,35.02,377194,50,0.0,1-3 days,0.3469695446778571,0.37706750626244107,0.6901408450704225,0.4246331932317454
China,2023,Malware,Education,Insider,Unpatched Software,Antivirus,37.07,417554,35,0.0,1-3 days,0.3675746306161424,0.4174593754472279,0.4788732394366197,0.4047997758295635
China,2019,SQL Injection,Government,Hacker Group,Zero-day,Encryption,65.85,252025,60,0.0,1-3 days,0.6568499346668006,0.2517996699395823,0.8309859154929577,0.5701620514138666
India,2015,Ransomware,Education,Hacker Group,Weak Passwords,Antivirus,96.03,898251,70,0.0,1-3 days,0.960197004724093,0.8985359448604949,0.971830985915493,0.9440254830032935
Brazil,2015,Man-in-the-Middle,Banking,Unknown,Unpatched Software,Encryption,74.27,551388,51,0.0,1-3 days,0.7414815559352699,0.5513990538534904,0.704225352112676,0.6770055645462173
India,2017,DDoS,Banking,Hacker Group,Weak Passwords,AI-based Detection,45.98,538245,18,0.0,Under a day,0.4571313699869334,0.5382456758382363,0.23943661971830985,0.4379267116885996
India,2021,Malware,Telecommunications,Nation-state,Zero-day,AI-based Detection,50.97,838461,6,0.0,Under a day,0.5072871645391497,0.8386987333005742,0.07042253521126761,0.5193377093020006
Brazil,2020,SQL Injection,Banking,Unknown,Zero-day,AI-based Detection,68.05,912770,67,0.0,1-3 days,0.6789627098200824,0.9130664093970142,0.9295774647887324,0.799316770686892
India,2021,DDoS,Education,Nation-state,Zero-day,AI-based Detection,95.95,62194,12,0.0,Under a day,0.9593929038094282,0.06181877501348564,0.15492957746478872,0.5292279999017175
UK,2023,Man-in-the-Middle,Banking,Insider,Social Engineering,VPN,15.01,416522,63,0.0,1-3 days,0.14584380339732636,0.4164265605562789,0.8732394366197183,0.3724977571894905
UK,2021,DDoS,IT,Insider,Social Engineering,VPN,70.49,530341,40,0.0,1-3 days,0.7034877877173585,0.5303354346579451,0.5492957746478874,0.6207036791856402
Japan,2022,Ransomware,IT,Insider,Weak Passwords,VPN,73.1,346939,21,0.0,Under a day,0.7297215800582973,0.3467886162181962,0.28169014084507044,0.5252354030636216
Russia,2021,Phishing,Banking,Unknown,Social Engineering,VPN,78.45,56333,8,0.0,Under a day,0.7834958287265053,0.05595314703300904,0.09859154929577464,0.4282521683323103
Germany,2018,Ransomware,IT,Unknown,Weak Passwords,VPN,27.51,644913,32,0.0,1-3 days,0.2714845713136999,0.6449979033457398,0.43661971830985913,0.41656560032254375
Japan,2017,SQL Injection,Banking,Unknown,Weak Passwords,VPN,18.01,295917,57,0.0,1-3 days,0.17599758769725604,0.2957263280728495,0.7887323943661971,0.3344631711437223
India,2020,Malware,Healthcare,Insider,Unpatched Software,VPN,20.62,54206,51,0.0,1-3 days,0.20223138003819482,0.053824467504861334,0.704225352112676,0.25810810069309104
India,2018,DDoS,Telecommunications,Unknown,Unpatched Software,Antivirus,47.5,423071,69,0.0,1-3 days,0.4724092873655644,0.42298073179738815,0.9577464788732394,0.5546481589966465
Australia,2021,Man-in-the-Middle,Healthcare,Unknown,Weak Passwords,Antivirus,17.62,687020,48,0.0,1-3 days,0.17207759573826517,0.6871381520019295,0.6619718309859155,0.42457460966689453
USA,2020,Ransomware,Education,Insider,Weak Passwords,Encryption,77.09,550317,63,0.0,1-3 days,0.7698261131772038,0.550327208167244,0.8732394366197183,0.7246591063627188
Germany,2021,Phishing,Banking,Nation-state,Social Engineering,Encryption,48.0,170032,24,0.0,Under a day,0.47743491808221933,0.16974192637991375,0.323943661971831,0.35442876934945
China,2020,SQL Injection,Healthcare,Unknown,Zero-day,Antivirus,11.55,388591,68,0.0,1-3 days,0.1110664388380742,0.3884735055959152,0.9436619718309859,0.36080766546400883
India,2023,DDoS,Healthcare,Hacker Group,Unpatched Software,AI-based Detection,2.27,438318,39,0.0,1-3 days,0.01779073273695849,0.4382397711794606,0.5352112676056338,0.24740955124344416
India,2018,DDoS,Education,Insider,Unpatched Software,VPN,1.71,63389,20,0.0,Under a day,0.012162026334304956,0.06301471861298565,0.2676056338028169,0.07850655551161155
USA,2015,Man-in-the-Middle,Retail,Nation-state,Zero-day,Firewall,95.66,377602,15,0.0,Under a day,0.9564780379937682,0.3774758284286302,0.19718309859154928,0.6309183872437829
France,2021,SQL Injection,Government,Unknown,Unpatched Software,Encryption,42.75,467551,61,0.0,1-3 days,0.42466579555734246,0.46749585422898665,0.8450704225352113,0.5215957385544094
UK,2022,Malware,Telecommunications,Nation-state,Social Engineering,Firewall,38.76,361529,67,0.0,1-3 days,0.384561262438436,0.36139013681794935,0.9295774647887324,0.4866131652223493
Australia,2019,Man-in-the-Middle,Retail,Hacker Group,Social Engineering,Firewall,15.21,677755,52,0.0,1-3 days,0.14785405568398835,0.6778658361447182,0.7183098591549296,0.4209487505163956
UK,2022,Man-in-the-Middle,IT,Nation-state,Zero-day,AI-based Detection,66.25,303838,56,0.0,1-3 days,0.6608704392401247,0.3036535826767319,0.7746478873239436,0.5764608718878707
India,2016,Ransomware,Banking,Insider,Weak Passwords,Firewall,93.74,339815,58,0.0,1-3 days,0.9371796160418132,0.3396589909438547,0.8028169014084507,0.7310508855857532
Russia,2020,Ransomware,Banking,Insider,Social Engineering,VPN,13.66,820140,63,0.0,1-3 days,0.13227460046235803,0.8203632666173611,0.8732394366197183,0.486894167540331
Russia,2015,Ransomware,IT,Insider,Zero-day,Encryption,49.3,879875,61,0.0,1-3 days,0.49050155794552214,0.8801454347480162,0.8450704225352113,0.6783084939042082
Brazil,2022,Man-in-the-Middle,Healthcare,Unknown,Zero-day,AI-based Detection,40.94,987320,44,0.0,1-3 days,0.40647301236305156,0.9876752757926004,0.6056338028169014,0.6206658494826862
Japan,2023,SQL Injection,Government,Unknown,Zero-day,VPN,13.51,772948,43,0.0,1-3 days,0.13076691124736156,0.7731340027281525,0.5915492957746479,0.41563351559705614
Brazil,2015,Phishing,Healthcare,Insider,Social Engineering,Firewall,84.83,794914,34,0.0,1-3 days,0.8476228766710222,0.7951173475872464,0.4647887323943662,0.7553043890905583
Brazil,2019,DDoS,Telecommunications,Hacker Group,Social Engineering,Firewall,36.98,198563,24,0.0,Under a day,0.3666700170871444,0.198295455114085,0.323943661971831,0.3076123774721639
Germany,2022,DDoS,Retail,Nation-state,Unpatched Software,AI-based Detection,21.45,32346,38,0.0,1-3 days,0.210573927027842,0.03194720634580684,0.5211267605633803,0.21909647753033912
China,2015,Phishing,Banking,Nation-state,Zero-day,Antivirus,18.39,541829,33,0.0,1-3 days,0.17981706704191378,0.5418325058471134,0.4507042253521127,0.3425991303455134
Russia,2024,Phishing,Telecommunications,Hacker Group,Weak Passwords,VPN,21.22,446028,37,0.0,1-3 days,0.2082621368981807,0.4459558591728874,0.5070422535211268,0.3393262769051819
France,2022,Malware,Education,Insider,Social Engineering,Encryption,13.06,759625,14,0.0,Under a day,0.12624384360237212,0.7598004825807562,0.18309859154929578,0.32768178488527205
Brazil,2017,Phishing,Retail,Nation-state,Social Engineering,VPN,3.18,520654,53,0.0,1-3 days,0.02693738064127048,0.5206407855798225,0.7323943661971831,0.3161397992340186
USA,2023,DDoS,IT,Insider,Social Engineering,Firewall,99.64,248383,55,0.0,1-3 days,0.9964820584983416,0.2481547941325706,0.7605633802816901,0.72480014354528
China,2017,Man-in-the-Middle,Banking,Unknown,Social Engineering,VPN,62.39,855974,44,0.0,1-3 days,0.6220725701075486,0.8562255619683931,0.6056338028169014,0.6890307142076726
China,2020,Malware,Government,Insider,Zero-day,AI-based Detection,84.23,50842,59,0.0,1-3 days,0.8415921198110363,0.05045781121304709,0.8169014084507042,0.5993136849595732
Germany,2015,Man-in-the-Middle,Education,Nation-state,Weak Passwords,Encryption,81.5,697275,59,0.0,1-3 days,0.8141521760981003,0.6974012495859233,0.8169014084507042,0.7796767446149679
Germany,2022,Man-in-the-Middle,Telecommunications,Nation-state,Zero-day,AI-based Detection,0.54,419912,40,0.0,1-3 days,0.0004020504573323956,0.41981923737829147,0.5492957746478874,0.2360059513717311
Japan,2023,Man-in-the-Middle,Banking,Nation-state,Zero-day,VPN,65.8,193620,67,0.0,1-3 days,0.6563473715951352,0.19334855200753395,0.9295774647887324,0.5720937443575743
China,2024,SQL Injection,Banking,Unknown,Zero-day,VPN,58.32,777684,31,0.0,1-3 days,0.5811639360739773,0.77787374238274,0.4225352112676056,0.6084511330053318
UK,2018,Malware,Healthcare,Hacker Group,Social Engineering,Firewall,27.61,375245,20,0.0,Under a day,0.2724896974570309,0.3751169672871896,0.2676056338028169,0.3023010656752357
China,2023,Man-in-the-Middle,IT,Insider,Unpatched Software,Encryption,22.96,656090,27,0.0,1-3 days,0.22575133179213994,0.6561837289621512,0.36619718309859156,0.38297022120443364
Australia,2016,Man-in-the-Middle,IT,Unknown,Unpatched Software,Encryption,80.27,653967,21,0.0,Under a day,0.8017891245351292,0.6540590525924955,0.28169014084507044,0.6534503062143274
India,2022,SQL Injection,Education,Unknown,Weak Passwords,Antivirus,0.83,977791,15,0.0,Under a day,0.0033169162729922604,0.9781387514749137,0.19718309859154928,0.3345367032972801
UK,2023,DDoS,Telecommunications,Hacker Group,Social Engineering,VPN,81.91,397687,65,0.0,1-3 days,0.8182731932857573,0.3975766880068374,0.9014084507042254,0.708691293185775
France,2017,Malware,Banking,Nation-state,Zero-day,AI-based Detection,40.87,719537,23,0.0,Under a day,0.4057694240627199,0.7196808281734288,0.30985915492957744,0.48076079146930406
Brazil,2017,DDoS,Telecommunications,Hacker Group,Unpatched Software,Firewall,34.79,724790,64,0.0,1-3 days,0.3446577545481958,0.7249379760631138,0.8873239436619719,0.5672750588254264
France,2016,Phishing,IT,Hacker Group,Weak Passwords,Encryption,33.33,51723,23,0.0,Under a day,0.32998291285556336,0.051339506870921155,0.30985915492957744,0.2423651394749735
India,2023,Ransomware,Healthcare,Nation-state,Zero-day,VPN,18.26,312340,35,0.0,1-3 days,0.1785104030555835,0.3121622960515847,0.4788732394366197,0.2786785382305911
India,2016,Man-in-the-Middle,Banking,Unknown,Weak Passwords,AI-based Detection,15.28,995025,52,0.0,1-3 days,0.14855764398432003,0.9953863598379121,0.7183098591549296,0.5165567017745195
France,2024,SQL Injection,Telecommunications,Hacker Group,Unpatched Software,Encryption,48.77,336356,2,0.0,Under a day,0.485174389385868,0.33619725963785424,0.014084507042253521,0.346263273992741
France,2017,Ransomware,Retail,Unknown,Weak Passwords,Encryption,48.93,886212,67,0.0,1-3 days,0.4867825912151975,0.8864874385890468,0.9295774647887324,0.6952530201420593
Japan,2016,Ransomware,Healthcare,Nation-state,Social Engineering,Firewall,37.23,209358,25,0.0,1-3 days,0.3691828324454719,0.20909897909450556,0.3380281690140845,0.3149267437539045
Russia,2022,DDoS,Education,Nation-state,Unpatched Software,Antivirus,69.24,495616,38,0.0,1-3 days,0.6909237109257211,0.49558301499883406,0.5211267605633803,0.5983621120751869
China,2021,SQL Injection,Government,Insider,Zero-day,Firewall,55.55,224311,57,0.0,1-3 days,0.5533219419037089,0.22406378632741233,0.7887323943661971,0.5016265857233175
Japan,2022,DDoS,IT,Insider,Weak Passwords,Firewall,51.95,65516,37,0.0,1-3 days,0.5171374007437934,0.06514339814113336,0.5070422535211268,0.3795201705184621
Germany,2024,Ransomware,Government,Unknown,Weak Passwords,VPN,40.36,301972,33,0.0,1-3 days,0.40064328073173183,0.3017861092401905,0.4507042253521127,0.3809983182083456
Germany,2015,Phishing,Telecommunications,Insider,Zero-day,AI-based Detection,47.04,124250,64,0.0,1-3 days,0.46778570710624184,0.12392377585915287,0.8873239436619719,0.4485347750432611
USA,2018,Man-in-the-Middle,Healthcare,Nation-state,Zero-day,Firewall,22.61,733934,31,0.0,1-3 days,0.22223339029048145,0.7340891963759406,0.4225352112676056,0.415850496311544
Brazil,2022,Malware,IT,Unknown,Zero-day,AI-based Detection,19.26,377446,12,0.0,Under a day,0.1885616644888934,0.37731970524744024,0.15492957746478872,0.23846265931163652
China,2021,SQL Injection,IT,Insider,Weak Passwords,Antivirus,98.57,430792,9,0.0,Under a day,0.9857272087647,0.4307078284766681,0.11267605633802817,0.644611164192956
UK,2015,Malware,IT,Unknown,Zero-day,AI-based Detection,96.79,825881,35,0.0,1-3 days,0.9678359634134085,0.8261087998430762,0.4788732394366197,0.827525269546951
USA,2020,Malware,Telecommunications,Nation-state,Unpatched Software,AI-based Detection,27.16,858207,42,0.0,1-3 days,0.26796662981204145,0.8584603251965801,0.5774647887323944,0.5070143702114736
Germany,2021,Ransomware,Healthcare,Unknown,Weak Passwords,Antivirus,16.64,912847,27,0.0,1-3 days,0.1622273595336215,0.9131434701979863,0.36619718309859156,0.428296157445925
UK,2018,Malware,Banking,Unknown,Unpatched Software,Encryption,41.34,82287,61,0.0,1-3 days,0.4104935169363756,0.08192764090867695,0.8450704225352113,0.3988391352478331
USA,2020,Man-in-the-Middle,Education,Nation-state,Zero-day,Encryption,44.85,527938,1,0.0,Under a day,0.44577344456729323,0.527930537193846,0.0,0.3812658834418004
UK,2022,DDoS,Telecommunications,Insider,Weak Passwords,AI-based Detection,50.9,645154,16,0.0,Under a day,0.506583576238818,0.6452390936448859,0.2112676056338028,0.48911703733963535
India,2018,Ransomware,Retail,Hacker Group,Zero-day,VPN,26.01,732636,3,0.0,Under a day,0.2564076791637351,0.7327901714452704,0.028169014084507043,0.35367469383235006
Russia,2015,DDoS,Retail,Nation-state,Zero-day,Encryption,69.61,26321,11,0.0,Under a day,0.6946426776560458,0.025917448867156186,0.14084507042253522,0.3832655875726768
Germany,2023,Ransomware,Banking,Unknown,Unpatched Software,Encryption,52.88,982507,39,0.0,1-3 days,0.5264850738767716,0.982858475337041,0.5352112676056338,0.6651423330606249
Russia,2019,Malware,Retail,Nation-state,Weak Passwords,Firewall,11.57,367712,13,0.0,Under a day,0.11126746406674039,0.367578019057036,0.16901408450704225,0.19970995465188945
Russia,2015,DDoS,Telecommunications,Insider,Unpatched Software,AI-based Detection,83.28,236346,55,0.0,1-3 days,0.8320434214493919,0.23610828944036846,0.7605633802816901,0.6389668736131445
Australia,2018,SQL Injection,Retail,Nation-state,Weak Passwords,Encryption,51.46,287089,8,0.0,Under a day,0.5122122826414716,0.2868913572808946,0.09859154929577464,0.36189185836415905
Brazil,2024,Malware,Healthcare,Unknown,Weak Passwords,VPN,50.71,964191,36,0.0,1-3 days,0.5046738365664891,0.964528012601943,0.49295774647887325,0.640286871359602
China,2016,SQL Injection,Healthcare,Nation-state,Social Engineering,Antivirus,52.68,55913,70,0.0,1-3 days,0.5244748215901096,0.05553281539134377,0.971830985915493,0.4732634525955565
Japan,2015,Phishing,Government,Insider,Zero-day,Encryption,98.29,850600,17,0.0,Under a day,0.9829128555633733,0.8508473185343236,0.22535211267605634,0.791781045877195
France,2024,Phishing,Retail,Hacker Group,Zero-day,Antivirus,45.57,201137,25,0.0,1-3 days,0.4530103527992763,0.20087148760371934,0.3380281690140845,0.3543722564835709
Germany,2017,Malware,Healthcare,Nation-state,Weak Passwords,Encryption,1.68,859708,10,0.0,Under a day,0.011860488491305658,0.8599625104207219,0.1267605633802817,0.2892711100479257
Russia,2016,Phishing,Government,Insider,Zero-day,Antivirus,2.74,863777,20,0.0,Under a day,0.022514825610614134,0.86403472339676,0.2676056338028169,0.3239889565848984
